2025-11-08 10:59:13,826 - INFO - 使用设备: cpu
2025-11-08 10:59:13,826 - INFO - 实验配置: d_model=128, batch_size=32, epochs=5, block_size=64, seed=42, ablate_pe=False, ablate_multihead=False, ablate_ffn=True
2025-11-08 10:59:13,827 - INFO - 加载数据集...
2025-11-08 10:59:13,954 - INFO - 训练批次: 1,042, 验证批次: 121, 词汇表大小: 65
2025-11-08 10:59:13,955 - INFO - 初始化模型...
2025-11-08 10:59:13,963 - INFO - 
============================================================
2025-11-08 10:59:13,964 - INFO - Epoch 1/5
2025-11-08 10:59:13,964 - INFO - ============================================================
2025-11-08 10:59:13,965 - INFO - Epoch 1/5: 开始训练 (1,042 批次)
2025-11-08 10:59:14,916 - INFO - 进度:   1.0% | 批次: 10/1,042 | 损失: 4.3300 | LR: 2.96e-09 | 速度: 0.094s/batch | ETA: 1.6min
2025-11-08 11:04:00,713 - INFO - 进度:  81.6% | 批次: 850/1,042 | 损失: 4.1253 | LR: 4.90e-07 | 速度: 0.070s/batch | ETA: 0.3min
2025-11-08 11:04:01,506 - INFO - 进度:  82.5% | 批次: 860/1,042 | 损失: 4.1247 | LR: 4.89e-07 | 速度: 0.079s/batch | ETA: 0.3min
2025-11-08 11:04:02,325 - INFO - 进度:  83.5% | 批次: 870/1,042 | 损失: 4.1241 | LR: 4.88e-07 | 速度: 0.081s/batch | ETA: 0.2min
2025-11-08 11:04:03,129 - INFO - 进度:  84.5% | 批次: 880/1,042 | 损失: 4.1235 | LR: 4.87e-07 | 速度: 0.080s/batch | ETA: 0.2min
2025-11-08 11:04:03,897 - INFO - 进度:  85.4% | 批次: 890/1,042 | 损失: 4.1229 | LR: 4.86e-07 | 速度: 0.076s/batch | ETA: 0.2min
2025-11-08 11:04:04,703 - INFO - 进度:  86.4% | 批次: 900/1,042 | 损失: 4.1221 | LR: 4.85e-07 | 速度: 0.080s/batch | ETA: 0.2min
2025-11-08 11:04:05,549 - INFO - 进度:  87.3% | 批次: 910/1,042 | 损失: 4.1215 | LR: 4.85e-07 | 速度: 0.084s/batch | ETA: 0.2min
2025-11-08 11:04:06,446 - INFO - 进度:  88.3% | 批次: 920/1,042 | 损失: 4.1209 | LR: 4.84e-07 | 速度: 0.089s/batch | ETA: 0.2min
2025-11-08 11:04:07,160 - INFO - 进度:  89.3% | 批次: 930/1,042 | 损失: 4.1203 | LR: 4.83e-07 | 速度: 0.071s/batch | ETA: 0.2min
2025-11-08 11:04:07,896 - INFO - 进度:  90.2% | 批次: 940/1,042 | 损失: 4.1197 | LR: 4.82e-07 | 速度: 0.073s/batch | ETA: 0.1min
2025-11-08 11:04:08,641 - INFO - 进度:  91.2% | 批次: 950/1,042 | 损失: 4.1190 | LR: 4.81e-07 | 速度: 0.074s/batch | ETA: 0.1min
2025-11-08 11:04:09,366 - INFO - 进度:  92.1% | 批次: 960/1,042 | 损失: 4.1184 | LR: 4.81e-07 | 速度: 0.072s/batch | ETA: 0.1min
2025-11-08 11:04:10,104 - INFO - 进度:  93.1% | 批次: 970/1,042 | 损失: 4.1178 | LR: 4.80e-07 | 速度: 0.073s/batch | ETA: 0.1min
2025-11-08 11:04:10,871 - INFO - 进度:  94.0% | 批次: 980/1,042 | 损失: 4.1172 | LR: 4.79e-07 | 速度: 0.076s/batch | ETA: 0.1min
2025-11-08 11:04:11,626 - INFO - 进度:  95.0% | 批次: 990/1,042 | 损失: 4.1166 | LR: 4.78e-07 | 速度: 0.075s/batch | ETA: 0.1min
2025-11-08 11:04:12,403 - INFO - 进度:  96.0% | 批次: 1,000/1,042 | 损失: 4.1161 | LR: 4.77e-07 | 速度: 0.077s/batch | ETA: 0.1min
2025-11-08 11:04:13,137 - INFO - 进度:  96.9% | 批次: 1,010/1,042 | 损失: 4.1154 | LR: 4.77e-07 | 速度: 0.073s/batch | ETA: 0.0min
2025-11-08 11:04:13,923 - INFO - 进度:  97.9% | 批次: 1,020/1,042 | 损失: 4.1148 | LR: 4.76e-07 | 速度: 0.078s/batch | ETA: 0.0min
2025-11-08 11:04:14,676 - INFO - 进度:  98.8% | 批次: 1,030/1,042 | 损失: 4.1142 | LR: 4.75e-07 | 速度: 0.075s/batch | ETA: 0.0min
2025-11-08 11:04:15,461 - INFO - 进度:  99.8% | 批次: 1,040/1,042 | 损失: 4.1136 | LR: 4.74e-07 | 速度: 0.078s/batch | ETA: 0.0min
2025-11-08 11:04:15,597 - INFO - 进度: 100.0% | 批次: 1,042/1,042 | 损失: 4.1135 | LR: 4.74e-07 | 速度: 0.077s/batch | ETA: 0.0min
2025-11-08 11:04:15,598 - INFO - Epoch 3 完成! | 平均损失: 4.1135 | 耗时: 1.5分钟 | 处理样本: 16,666 | 总批次: 1,042
2025-11-08 11:04:15,598 - INFO - 开始验证...
2025-11-08 11:04:17,980 - INFO - 验证完成! | 损失: 4.0565 | 困惑度: 57.77 | 耗时: 2.4秒 | 样本数: 1,936
2025-11-08 11:04:17,981 - INFO - Epoch 3 统计: 训练损失=4.1135, 验证损失=4.056469003031077, 耗时=1.5分钟, 累计耗时=5.1分钟
2025-11-08 11:04:19,228 - INFO - 结果已保存至 results/ablate_ffn/
2025-11-08 11:04:19,228 - INFO - 
============================================================
2025-11-08 11:04:19,228 - INFO - Epoch 4/5
2025-11-08 11:04:19,228 - INFO - ============================================================
2025-11-08 11:04:19,229 - INFO - Epoch 4/5: 开始训练 (1,042 批次)
2025-11-08 11:04:19,947 - INFO - 进度:   1.0% | 批次: 10/1,042 | 损失: 4.0357 | LR: 4.74e-07 | 速度: 0.071s/batch | ETA: 1.2min
2025-11-08 11:04:20,769 - INFO - 进度:   1.9% | 批次: 20/1,042 | 损失: 4.0356 | LR: 4.73e-07 | 速度: 0.081s/batch | ETA: 1.3min
2025-11-08 11:04:21,707 - INFO - 进度:   2.9% | 批次: 30/1,042 | 损失: 4.0388 | LR: 4.72e-07 | 速度: 0.093s/batch | ETA: 1.4min
2025-11-08 11:04:22,631 - INFO - 进度:   3.8% | 批次: 40/1,042 | 损失: 4.0405 | LR: 4.71e-07 | 速度: 0.092s/batch | ETA: 1.4min
2025-11-08 11:04:23,638 - INFO - 进度:   4.8% | 批次: 50/1,042 | 损失: 4.0404 | LR: 4.71e-07 | 速度: 0.100s/batch | ETA: 1.5min
2025-11-08 11:04:24,442 - INFO - 进度:   5.8% | 批次: 60/1,042 | 损失: 4.0387 | LR: 4.70e-07 | 速度: 0.080s/batch | ETA: 1.4min
2025-11-08 11:04:25,406 - INFO - 进度:   6.7% | 批次: 70/1,042 | 损失: 4.0384 | LR: 4.69e-07 | 速度: 0.096s/batch | ETA: 1.4min
2025-11-08 11:04:26,294 - INFO - 进度:   7.7% | 批次: 80/1,042 | 损失: 4.0386 | LR: 4.68e-07 | 速度: 0.088s/batch | ETA: 1.4min
2025-11-08 11:04:27,096 - INFO - 进度:   8.6% | 批次: 90/1,042 | 损失: 4.0375 | LR: 4.68e-07 | 速度: 0.080s/batch | ETA: 1.4min
2025-11-08 11:04:27,861 - INFO - 进度:   9.6% | 批次: 100/1,042 | 损失: 4.0385 | LR: 4.67e-07 | 速度: 0.076s/batch | ETA: 1.4min
2025-11-08 11:04:29,655 - INFO - 进度:  10.6% | 批次: 110/1,042 | 损失: 4.0378 | LR: 4.66e-07 | 速度: 0.179s/batch | ETA: 1.5min
2025-11-08 11:04:30,594 - INFO - 进度:  11.5% | 批次: 120/1,042 | 损失: 4.0379 | LR: 4.65e-07 | 速度: 0.094s/batch | ETA: 1.5min
2025-11-08 11:04:31,540 - INFO - 进度:  12.5% | 批次: 130/1,042 | 损失: 4.0374 | LR: 4.65e-07 | 速度: 0.094s/batch | ETA: 1.4min
2025-11-08 11:04:32,394 - INFO - 进度:  13.4% | 批次: 140/1,042 | 损失: 4.0374 | LR: 4.64e-07 | 速度: 0.085s/batch | ETA: 1.4min
2025-11-08 11:04:33,190 - INFO - 进度:  14.4% | 批次: 150/1,042 | 损失: 4.0379 | LR: 4.63e-07 | 速度: 0.079s/batch | ETA: 1.4min
2025-11-08 11:04:34,119 - INFO - 进度:  15.4% | 批次: 160/1,042 | 损失: 4.0385 | LR: 4.63e-07 | 速度: 0.092s/batch | ETA: 1.4min
2025-11-08 11:04:34,993 - INFO - 进度:  16.3% | 批次: 170/1,042 | 损失: 4.0382 | LR: 4.62e-07 | 速度: 0.087s/batch | ETA: 1.3min
2025-11-08 11:04:35,892 - INFO - 进度:  17.3% | 批次: 180/1,042 | 损失: 4.0377 | LR: 4.61e-07 | 速度: 0.089s/batch | ETA: 1.3min
2025-11-08 11:04:36,756 - INFO - 进度:  18.2% | 批次: 190/1,042 | 损失: 4.0377 | LR: 4.60e-07 | 速度: 0.086s/batch | ETA: 1.3min
2025-11-08 11:04:37,680 - INFO - 进度:  19.2% | 批次: 200/1,042 | 损失: 4.0371 | LR: 4.60e-07 | 速度: 0.092s/batch | ETA: 1.3min
2025-11-08 11:04:38,547 - INFO - 进度:  20.2% | 批次: 210/1,042 | 损失: 4.0362 | LR: 4.59e-07 | 速度: 0.086s/batch | ETA: 1.3min
2025-11-08 11:04:39,425 - INFO - 进度:  21.1% | 批次: 220/1,042 | 损失: 4.0358 | LR: 4.58e-07 | 速度: 0.087s/batch | ETA: 1.3min
2025-11-08 11:04:40,385 - INFO - 进度:  22.1% | 批次: 230/1,042 | 损失: 4.0351 | LR: 4.58e-07 | 速度: 0.095s/batch | ETA: 1.2min
2025-11-08 11:04:41,317 - INFO - 进度:  23.0% | 批次: 240/1,042 | 损失: 4.0345 | LR: 4.57e-07 | 速度: 0.093s/batch | ETA: 1.2min
2025-11-08 11:04:42,441 - INFO - 进度:  24.0% | 批次: 250/1,042 | 损失: 4.0334 | LR: 4.56e-07 | 速度: 0.112s/batch | ETA: 1.2min
2025-11-08 11:04:43,693 - INFO - 进度:  25.0% | 批次: 260/1,042 | 损失: 4.0325 | LR: 4.56e-07 | 速度: 0.125s/batch | ETA: 1.2min
2025-11-08 11:04:44,422 - INFO - 进度:  25.9% | 批次: 270/1,042 | 损失: 4.0322 | LR: 4.55e-07 | 速度: 0.073s/batch | ETA: 1.2min
2025-11-08 11:04:45,182 - INFO - 进度:  26.9% | 批次: 280/1,042 | 损失: 4.0315 | LR: 4.54e-07 | 速度: 0.075s/batch | ETA: 1.2min
2025-11-08 11:04:46,099 - INFO - 进度:  27.8% | 批次: 290/1,042 | 损失: 4.0310 | LR: 4.54e-07 | 速度: 0.091s/batch | ETA: 1.2min
2025-11-08 11:04:46,938 - INFO - 进度:  28.8% | 批次: 300/1,042 | 损失: 4.0310 | LR: 4.53e-07 | 速度: 0.083s/batch | ETA: 1.1min
2025-11-08 11:04:47,788 - INFO - 进度:  29.8% | 批次: 310/1,042 | 损失: 4.0306 | LR: 4.52e-07 | 速度: 0.084s/batch | ETA: 1.1min
2025-11-08 11:04:48,643 - INFO - 进度:  30.7% | 批次: 320/1,042 | 损失: 4.0298 | LR: 4.52e-07 | 速度: 0.085s/batch | ETA: 1.1min
2025-11-08 11:04:49,421 - INFO - 进度:  31.7% | 批次: 330/1,042 | 损失: 4.0295 | LR: 4.51e-07 | 速度: 0.077s/batch | ETA: 1.1min
2025-11-08 11:04:50,293 - INFO - 进度:  32.6% | 批次: 340/1,042 | 损失: 4.0288 | LR: 4.50e-07 | 速度: 0.087s/batch | ETA: 1.1min
2025-11-08 11:04:51,372 - INFO - 进度:  33.6% | 批次: 350/1,042 | 损失: 4.0283 | LR: 4.50e-07 | 速度: 0.107s/batch | ETA: 1.1min
2025-11-08 11:04:52,237 - INFO - 进度:  34.5% | 批次: 360/1,042 | 损失: 4.0275 | LR: 4.49e-07 | 速度: 0.086s/batch | ETA: 1.0min
2025-11-08 11:04:52,992 - INFO - 进度:  35.5% | 批次: 370/1,042 | 损失: 4.0267 | LR: 4.48e-07 | 速度: 0.075s/batch | ETA: 1.0min
2025-11-08 11:04:53,895 - INFO - 进度:  36.5% | 批次: 380/1,042 | 损失: 4.0261 | LR: 4.48e-07 | 速度: 0.089s/batch | ETA: 1.0min
2025-11-08 11:04:54,920 - INFO - 进度:  37.4% | 批次: 390/1,042 | 损失: 4.0255 | LR: 4.47e-07 | 速度: 0.102s/batch | ETA: 1.0min
2025-11-08 11:04:55,748 - INFO - 进度:  38.4% | 批次: 400/1,042 | 损失: 4.0250 | LR: 4.47e-07 | 速度: 0.082s/batch | ETA: 1.0min
2025-11-08 11:04:56,687 - INFO - 进度:  39.3% | 批次: 410/1,042 | 损失: 4.0244 | LR: 4.46e-07 | 速度: 0.093s/batch | ETA: 1.0min
2025-11-08 11:04:57,654 - INFO - 进度:  40.3% | 批次: 420/1,042 | 损失: 4.0240 | LR: 4.45e-07 | 速度: 0.096s/batch | ETA: 0.9min
2025-11-08 11:04:58,544 - INFO - 进度:  41.3% | 批次: 430/1,042 | 损失: 4.0233 | LR: 4.45e-07 | 速度: 0.088s/batch | ETA: 0.9min
2025-11-08 11:04:59,338 - INFO - 进度:  42.2% | 批次: 440/1,042 | 损失: 4.0226 | LR: 4.44e-07 | 速度: 0.079s/batch | ETA: 0.9min
2025-11-08 11:05:00,217 - INFO - 进度:  43.2% | 批次: 450/1,042 | 损失: 4.0219 | LR: 4.43e-07 | 速度: 0.087s/batch | ETA: 0.9min
2025-11-08 11:05:01,101 - INFO - 进度:  44.1% | 批次: 460/1,042 | 损失: 4.0215 | LR: 4.43e-07 | 速度: 0.088s/batch | ETA: 0.9min
2025-11-08 11:05:02,004 - INFO - 进度:  45.1% | 批次: 470/1,042 | 损失: 4.0207 | LR: 4.42e-07 | 速度: 0.090s/batch | ETA: 0.9min
2025-11-08 11:05:02,811 - INFO - 进度:  46.1% | 批次: 480/1,042 | 损失: 4.0203 | LR: 4.42e-07 | 速度: 0.081s/batch | ETA: 0.9min
2025-11-08 11:05:03,612 - INFO - 进度:  47.0% | 批次: 490/1,042 | 损失: 4.0199 | LR: 4.41e-07 | 速度: 0.079s/batch | ETA: 0.8min
2025-11-08 11:05:04,388 - INFO - 进度:  48.0% | 批次: 500/1,042 | 损失: 4.0195 | LR: 4.40e-07 | 速度: 0.077s/batch | ETA: 0.8min
2025-11-08 11:05:05,048 - INFO - 进度:  48.9% | 批次: 510/1,042 | 损失: 4.0191 | LR: 4.40e-07 | 速度: 0.066s/batch | ETA: 0.8min
2025-11-08 11:05:05,690 - INFO - 进度:  49.9% | 批次: 520/1,042 | 损失: 4.0187 | LR: 4.39e-07 | 速度: 0.064s/batch | ETA: 0.8min
2025-11-08 11:05:06,318 - INFO - 进度:  50.9% | 批次: 530/1,042 | 损失: 4.0183 | LR: 4.39e-07 | 速度: 0.062s/batch | ETA: 0.8min
2025-11-08 11:05:06,947 - INFO - 进度:  51.8% | 批次: 540/1,042 | 损失: 4.0179 | LR: 4.38e-07 | 速度: 0.063s/batch | ETA: 0.7min
2025-11-08 11:05:07,602 - INFO - 进度:  52.8% | 批次: 550/1,042 | 损失: 4.0174 | LR: 4.37e-07 | 速度: 0.065s/batch | ETA: 0.7min
2025-11-08 11:05:08,225 - INFO - 进度:  53.7% | 批次: 560/1,042 | 损失: 4.0170 | LR: 4.37e-07 | 速度: 0.062s/batch | ETA: 0.7min
2025-11-08 11:05:08,859 - INFO - 进度:  54.7% | 批次: 570/1,042 | 损失: 4.0163 | LR: 4.36e-07 | 速度: 0.063s/batch | ETA: 0.7min
2025-11-08 11:05:09,458 - INFO - 进度:  55.7% | 批次: 580/1,042 | 损失: 4.0158 | LR: 4.36e-07 | 速度: 0.060s/batch | ETA: 0.7min
2025-11-08 11:05:10,127 - INFO - 进度:  56.6% | 批次: 590/1,042 | 损失: 4.0153 | LR: 4.35e-07 | 速度: 0.066s/batch | ETA: 0.6min
2025-11-08 11:05:10,766 - INFO - 进度:  57.6% | 批次: 600/1,042 | 损失: 4.0149 | LR: 4.34e-07 | 速度: 0.063s/batch | ETA: 0.6min
2025-11-08 11:05:11,433 - INFO - 进度:  58.5% | 批次: 610/1,042 | 损失: 4.0144 | LR: 4.34e-07 | 速度: 0.066s/batch | ETA: 0.6min
2025-11-08 11:05:12,086 - INFO - 进度:  59.5% | 批次: 620/1,042 | 损失: 4.0139 | LR: 4.33e-07 | 速度: 0.065s/batch | ETA: 0.6min
2025-11-08 11:05:12,729 - INFO - 进度:  60.5% | 批次: 630/1,042 | 损失: 4.0135 | LR: 4.33e-07 | 速度: 0.064s/batch | ETA: 0.6min
2025-11-08 11:05:13,360 - INFO - 进度:  61.4% | 批次: 640/1,042 | 损失: 4.0132 | LR: 4.32e-07 | 速度: 0.063s/batch | ETA: 0.6min
2025-11-08 11:05:14,006 - INFO - 进度:  62.4% | 批次: 650/1,042 | 损失: 4.0126 | LR: 4.32e-07 | 速度: 0.064s/batch | ETA: 0.6min
2025-11-08 11:05:14,659 - INFO - 进度:  63.3% | 批次: 660/1,042 | 损失: 4.0120 | LR: 4.31e-07 | 速度: 0.065s/batch | ETA: 0.5min
2025-11-08 11:05:15,378 - INFO - 进度:  64.3% | 批次: 670/1,042 | 损失: 4.0116 | LR: 4.30e-07 | 速度: 0.071s/batch | ETA: 0.5min
2025-11-08 11:05:16,046 - INFO - 进度:  65.3% | 批次: 680/1,042 | 损失: 4.0110 | LR: 4.30e-07 | 速度: 0.066s/batch | ETA: 0.5min
2025-11-08 11:05:16,682 - INFO - 进度:  66.2% | 批次: 690/1,042 | 损失: 4.0102 | LR: 4.29e-07 | 速度: 0.063s/batch | ETA: 0.5min
2025-11-08 11:05:17,302 - INFO - 进度:  67.2% | 批次: 700/1,042 | 损失: 4.0097 | LR: 4.29e-07 | 速度: 0.062s/batch | ETA: 0.5min
2025-11-08 11:05:17,923 - INFO - 进度:  68.1% | 批次: 710/1,042 | 损失: 4.0092 | LR: 4.28e-07 | 速度: 0.062s/batch | ETA: 0.5min
2025-11-08 11:05:18,559 - INFO - 进度:  69.1% | 批次: 720/1,042 | 损失: 4.0085 | LR: 4.28e-07 | 速度: 0.063s/batch | ETA: 0.4min
2025-11-08 11:05:19,199 - INFO - 进度:  70.1% | 批次: 730/1,042 | 损失: 4.0081 | LR: 4.27e-07 | 速度: 0.064s/batch | ETA: 0.4min
2025-11-08 11:05:19,832 - INFO - 进度:  71.0% | 批次: 740/1,042 | 损失: 4.0074 | LR: 4.26e-07 | 速度: 0.063s/batch | ETA: 0.4min
2025-11-08 11:05:20,490 - INFO - 进度:  72.0% | 批次: 750/1,042 | 损失: 4.0067 | LR: 4.26e-07 | 速度: 0.065s/batch | ETA: 0.4min
2025-11-08 11:05:21,106 - INFO - 进度:  72.9% | 批次: 760/1,042 | 损失: 4.0061 | LR: 4.25e-07 | 速度: 0.061s/batch | ETA: 0.4min
2025-11-08 11:05:21,732 - INFO - 进度:  73.9% | 批次: 770/1,042 | 损失: 4.0055 | LR: 4.25e-07 | 速度: 0.062s/batch | ETA: 0.4min
2025-11-08 11:05:22,385 - INFO - 进度:  74.9% | 批次: 780/1,042 | 损失: 4.0049 | LR: 4.24e-07 | 速度: 0.065s/batch | ETA: 0.4min
2025-11-08 11:05:23,066 - INFO - 进度:  75.8% | 批次: 790/1,042 | 损失: 4.0042 | LR: 4.24e-07 | 速度: 0.068s/batch | ETA: 0.3min
2025-11-08 11:05:23,706 - INFO - 进度:  76.8% | 批次: 800/1,042 | 损失: 4.0038 | LR: 4.23e-07 | 速度: 0.063s/batch | ETA: 0.3min
2025-11-08 11:05:24,367 - INFO - 进度:  77.7% | 批次: 810/1,042 | 损失: 4.0030 | LR: 4.23e-07 | 速度: 0.066s/batch | ETA: 0.3min
2025-11-08 11:05:24,998 - INFO - 进度:  78.7% | 批次: 820/1,042 | 损失: 4.0025 | LR: 4.22e-07 | 速度: 0.063s/batch | ETA: 0.3min
2025-11-08 11:05:25,654 - INFO - 进度:  79.7% | 批次: 830/1,042 | 损失: 4.0020 | LR: 4.22e-07 | 速度: 0.065s/batch | ETA: 0.3min
2025-11-08 11:05:26,292 - INFO - 进度:  80.6% | 批次: 840/1,042 | 损失: 4.0011 | LR: 4.21e-07 | 速度: 0.064s/batch | ETA: 0.3min
2025-11-08 11:05:26,970 - INFO - 进度:  81.6% | 批次: 850/1,042 | 损失: 4.0006 | LR: 4.21e-07 | 速度: 0.067s/batch | ETA: 0.3min
2025-11-08 11:05:27,625 - INFO - 进度:  82.5% | 批次: 860/1,042 | 损失: 4.0001 | LR: 4.20e-07 | 速度: 0.065s/batch | ETA: 0.2min
2025-11-08 11:05:28,277 - INFO - 进度:  83.5% | 批次: 870/1,042 | 损失: 3.9995 | LR: 4.19e-07 | 速度: 0.065s/batch | ETA: 0.2min
2025-11-08 11:05:28,918 - INFO - 进度:  84.5% | 批次: 880/1,042 | 损失: 3.9990 | LR: 4.19e-07 | 速度: 0.064s/batch | ETA: 0.2min
2025-11-08 11:05:29,537 - INFO - 进度:  85.4% | 批次: 890/1,042 | 损失: 3.9983 | LR: 4.18e-07 | 速度: 0.062s/batch | ETA: 0.2min
2025-11-08 11:05:30,178 - INFO - 进度:  86.4% | 批次: 900/1,042 | 损失: 3.9977 | LR: 4.18e-07 | 速度: 0.063s/batch | ETA: 0.2min
2025-11-08 11:05:30,911 - INFO - 进度:  87.3% | 批次: 910/1,042 | 损失: 3.9973 | LR: 4.17e-07 | 速度: 0.073s/batch | ETA: 0.2min
2025-11-08 11:05:31,575 - INFO - 进度:  88.3% | 批次: 920/1,042 | 损失: 3.9968 | LR: 4.17e-07 | 速度: 0.066s/batch | ETA: 0.2min
2025-11-08 11:05:32,227 - INFO - 进度:  89.3% | 批次: 930/1,042 | 损失: 3.9962 | LR: 4.16e-07 | 速度: 0.065s/batch | ETA: 0.1min
2025-11-08 11:05:32,858 - INFO - 进度:  90.2% | 批次: 940/1,042 | 损失: 3.9956 | LR: 4.16e-07 | 速度: 0.062s/batch | ETA: 0.1min
2025-11-08 11:05:33,473 - INFO - 进度:  91.2% | 批次: 950/1,042 | 损失: 3.9951 | LR: 4.15e-07 | 速度: 0.061s/batch | ETA: 0.1min
2025-11-08 11:05:34,105 - INFO - 进度:  92.1% | 批次: 960/1,042 | 损失: 3.9947 | LR: 4.15e-07 | 速度: 0.063s/batch | ETA: 0.1min
2025-11-08 11:05:34,734 - INFO - 进度:  93.1% | 批次: 970/1,042 | 损失: 3.9940 | LR: 4.14e-07 | 速度: 0.063s/batch | ETA: 0.1min
2025-11-08 11:05:35,411 - INFO - 进度:  94.0% | 批次: 980/1,042 | 损失: 3.9935 | LR: 4.14e-07 | 速度: 0.068s/batch | ETA: 0.1min
2025-11-08 11:05:36,049 - INFO - 进度:  95.0% | 批次: 990/1,042 | 损失: 3.9930 | LR: 4.13e-07 | 速度: 0.064s/batch | ETA: 0.1min
2025-11-08 11:05:36,765 - INFO - 进度:  96.0% | 批次: 1,000/1,042 | 损失: 3.9923 | LR: 4.13e-07 | 速度: 0.071s/batch | ETA: 0.1min
2025-11-08 11:05:37,428 - INFO - 进度:  96.9% | 批次: 1,010/1,042 | 损失: 3.9919 | LR: 4.12e-07 | 速度: 0.066s/batch | ETA: 0.0min
2025-11-08 11:05:38,061 - INFO - 进度:  97.9% | 批次: 1,020/1,042 | 损失: 3.9914 | LR: 4.12e-07 | 速度: 0.063s/batch | ETA: 0.0min
2025-11-08 11:05:38,698 - INFO - 进度:  98.8% | 批次: 1,030/1,042 | 损失: 3.9907 | LR: 4.11e-07 | 速度: 0.063s/batch | ETA: 0.0min
2025-11-08 11:05:39,413 - INFO - 进度:  99.8% | 批次: 1,040/1,042 | 损失: 3.9903 | LR: 4.11e-07 | 速度: 0.071s/batch | ETA: 0.0min
2025-11-08 11:05:39,536 - INFO - 进度: 100.0% | 批次: 1,042/1,042 | 损失: 3.9902 | LR: 4.11e-07 | 速度: 0.070s/batch | ETA: 0.0min
2025-11-08 11:05:39,537 - INFO - Epoch 4 完成! | 平均损失: 3.9902 | 耗时: 1.3分钟 | 处理样本: 16,666 | 总批次: 1,042
2025-11-08 11:05:39,538 - INFO - 开始验证...
2025-11-08 11:05:41,590 - INFO - 验证完成! | 损失: 3.9404 | 困惑度: 51.44 | 耗时: 2.1秒 | 样本数: 1,936
2025-11-08 11:05:41,591 - INFO - Epoch 4 统计: 训练损失=3.9902, 验证损失=3.940429933800185, 耗时=1.4分钟, 累计耗时=6.5分钟
2025-11-08 11:05:42,597 - INFO - 结果已保存至 results/ablate_ffn/
2025-11-08 11:05:42,598 - INFO - 
============================================================
2025-11-08 11:05:42,598 - INFO - Epoch 5/5
2025-11-08 11:05:42,598 - INFO - ============================================================
2025-11-08 11:05:42,598 - INFO - Epoch 5/5: 开始训练 (1,042 批次)
2025-11-08 11:05:43,180 - INFO - 进度:   1.0% | 批次: 10/1,042 | 损失: 3.9278 | LR: 4.10e-07 | 速度: 0.058s/batch | ETA: 1.0min
2025-11-08 11:05:43,814 - INFO - 进度:   1.9% | 批次: 20/1,042 | 损失: 3.9224 | LR: 4.10e-07 | 速度: 0.063s/batch | ETA: 1.0min
2025-11-08 11:05:44,446 - INFO - 进度:   2.9% | 批次: 30/1,042 | 损失: 3.9212 | LR: 4.09e-07 | 速度: 0.063s/batch | ETA: 1.0min
2025-11-08 11:05:45,111 - INFO - 进度:   3.8% | 批次: 40/1,042 | 损失: 3.9228 | LR: 4.09e-07 | 速度: 0.066s/batch | ETA: 1.0min
2025-11-08 11:05:45,714 - INFO - 进度:   4.8% | 批次: 50/1,042 | 损失: 3.9236 | LR: 4.08e-07 | 速度: 0.060s/batch | ETA: 1.0min
2025-11-08 11:05:46,356 - INFO - 进度:   5.8% | 批次: 60/1,042 | 损失: 3.9248 | LR: 4.08e-07 | 速度: 0.064s/batch | ETA: 1.0min
2025-11-08 11:05:47,021 - INFO - 进度:   6.7% | 批次: 70/1,042 | 损失: 3.9263 | LR: 4.07e-07 | 速度: 0.066s/batch | ETA: 1.0min
2025-11-08 11:05:47,714 - INFO - 进度:   7.7% | 批次: 80/1,042 | 损失: 3.9254 | LR: 4.07e-07 | 速度: 0.069s/batch | ETA: 1.0min
2025-11-08 11:05:48,351 - INFO - 进度:   8.6% | 批次: 90/1,042 | 损失: 3.9259 | LR: 4.06e-07 | 速度: 0.063s/batch | ETA: 1.0min
2025-11-08 11:05:48,997 - INFO - 进度:   9.6% | 批次: 100/1,042 | 损失: 3.9252 | LR: 4.06e-07 | 速度: 0.064s/batch | ETA: 1.0min
2025-11-08 11:05:49,627 - INFO - 进度:  10.6% | 批次: 110/1,042 | 损失: 3.9254 | LR: 4.05e-07 | 速度: 0.063s/batch | ETA: 1.0min
2025-11-08 11:05:50,270 - INFO - 进度:  11.5% | 批次: 120/1,042 | 损失: 3.9256 | LR: 4.05e-07 | 速度: 0.064s/batch | ETA: 1.0min
2025-11-08 11:05:50,944 - INFO - 进度:  12.5% | 批次: 130/1,042 | 损失: 3.9259 | LR: 4.04e-07 | 速度: 0.067s/batch | ETA: 1.0min
2025-11-08 11:05:51,618 - INFO - 进度:  13.4% | 批次: 140/1,042 | 损失: 3.9248 | LR: 4.04e-07 | 速度: 0.067s/batch | ETA: 1.0min
2025-11-08 11:05:52,289 - INFO - 进度:  14.4% | 批次: 150/1,042 | 损失: 3.9254 | LR: 4.04e-07 | 速度: 0.067s/batch | ETA: 1.0min
2025-11-08 11:05:52,924 - INFO - 进度:  15.4% | 批次: 160/1,042 | 损失: 3.9255 | LR: 4.03e-07 | 速度: 0.063s/batch | ETA: 0.9min
2025-11-08 11:05:53,556 - INFO - 进度:  16.3% | 批次: 170/1,042 | 损失: 3.9243 | LR: 4.03e-07 | 速度: 0.063s/batch | ETA: 0.9min
2025-11-08 11:05:54,215 - INFO - 进度:  17.3% | 批次: 180/1,042 | 损失: 3.9236 | LR: 4.02e-07 | 速度: 0.065s/batch | ETA: 0.9min
