2025-11-08 10:45:25,700 - INFO - 使用设备: cpu
2025-11-08 10:45:25,701 - INFO - 实验配置: d_model=128, batch_size=32, epochs=5, block_size=64, seed=42, ablate_pe=False, ablate_multihead=True
2025-11-08 10:45:25,701 - INFO - 加载数据集...
2025-11-08 10:45:25,828 - INFO - 训练批次: 1,042, 验证批次: 121, 词汇表大小: 65
2025-11-08 10:45:25,828 - INFO - 初始化模型...
2025-11-08 10:45:25,842 - INFO - 
============================================================
2025-11-08 10:45:25,842 - INFO - Epoch 1/5
2025-11-08 10:45:25,842 - INFO - ============================================================
2025-11-08 10:45:25,843 - INFO - Epoch 1/5: 开始训练 (1,042 批次)
2025-11-08 10:45:26,619 - INFO - 进度:   1.0% | 批次: 10/1,042 | 损失: 4.4110 | LR: 2.96e-09 | 速度: 0.077s/batch | ETA: 1.3min
2025-11-08 10:50:43,026 - INFO - 进度:  81.6% | 批次: 850/1,042 | 损失: 3.9800 | LR: 4.90e-07 | 速度: 0.101s/batch | ETA: 0.3min
2025-11-08 10:50:44,024 - INFO - 进度:  82.5% | 批次: 860/1,042 | 损失: 3.9788 | LR: 4.89e-07 | 速度: 0.100s/batch | ETA: 0.3min
2025-11-08 10:50:45,021 - INFO - 进度:  83.5% | 批次: 870/1,042 | 损失: 3.9775 | LR: 4.88e-07 | 速度: 0.100s/batch | ETA: 0.3min
2025-11-08 10:50:46,109 - INFO - 进度:  84.5% | 批次: 880/1,042 | 损失: 3.9763 | LR: 4.87e-07 | 速度: 0.108s/batch | ETA: 0.3min
2025-11-08 10:50:47,207 - INFO - 进度:  85.4% | 批次: 890/1,042 | 损失: 3.9753 | LR: 4.86e-07 | 速度: 0.109s/batch | ETA: 0.3min
2025-11-08 10:50:48,289 - INFO - 进度:  86.4% | 批次: 900/1,042 | 损失: 3.9741 | LR: 4.85e-07 | 速度: 0.108s/batch | ETA: 0.2min
2025-11-08 10:50:49,338 - INFO - 进度:  87.3% | 批次: 910/1,042 | 损失: 3.9729 | LR: 4.85e-07 | 速度: 0.104s/batch | ETA: 0.2min
2025-11-08 10:50:50,402 - INFO - 进度:  88.3% | 批次: 920/1,042 | 损失: 3.9718 | LR: 4.84e-07 | 速度: 0.106s/batch | ETA: 0.2min
2025-11-08 10:50:51,463 - INFO - 进度:  89.3% | 批次: 930/1,042 | 损失: 3.9707 | LR: 4.83e-07 | 速度: 0.106s/batch | ETA: 0.2min
2025-11-08 10:50:52,545 - INFO - 进度:  90.2% | 批次: 940/1,042 | 损失: 3.9695 | LR: 4.82e-07 | 速度: 0.108s/batch | ETA: 0.2min
2025-11-08 10:50:53,641 - INFO - 进度:  91.2% | 批次: 950/1,042 | 损失: 3.9685 | LR: 4.81e-07 | 速度: 0.109s/batch | ETA: 0.2min
2025-11-08 10:50:54,792 - INFO - 进度:  92.1% | 批次: 960/1,042 | 损失: 3.9674 | LR: 4.81e-07 | 速度: 0.115s/batch | ETA: 0.1min
2025-11-08 10:50:55,930 - INFO - 进度:  93.1% | 批次: 970/1,042 | 损失: 3.9663 | LR: 4.80e-07 | 速度: 0.113s/batch | ETA: 0.1min
2025-11-08 10:50:57,010 - INFO - 进度:  94.0% | 批次: 980/1,042 | 损失: 3.9651 | LR: 4.79e-07 | 速度: 0.108s/batch | ETA: 0.1min
2025-11-08 10:50:58,142 - INFO - 进度:  95.0% | 批次: 990/1,042 | 损失: 3.9640 | LR: 4.78e-07 | 速度: 0.113s/batch | ETA: 0.1min
2025-11-08 10:50:59,192 - INFO - 进度:  96.0% | 批次: 1,000/1,042 | 损失: 3.9629 | LR: 4.77e-07 | 速度: 0.104s/batch | ETA: 0.1min
2025-11-08 10:51:00,288 - INFO - 进度:  96.9% | 批次: 1,010/1,042 | 损失: 3.9618 | LR: 4.77e-07 | 速度: 0.109s/batch | ETA: 0.1min
2025-11-08 10:51:01,267 - INFO - 进度:  97.9% | 批次: 1,020/1,042 | 损失: 3.9608 | LR: 4.76e-07 | 速度: 0.098s/batch | ETA: 0.0min
2025-11-08 10:51:02,206 - INFO - 进度:  98.8% | 批次: 1,030/1,042 | 损失: 3.9596 | LR: 4.75e-07 | 速度: 0.093s/batch | ETA: 0.0min
2025-11-08 10:51:03,260 - INFO - 进度:  99.8% | 批次: 1,040/1,042 | 损失: 3.9585 | LR: 4.74e-07 | 速度: 0.105s/batch | ETA: 0.0min
2025-11-08 10:51:03,425 - INFO - 进度: 100.0% | 批次: 1,042/1,042 | 损失: 3.9583 | LR: 4.74e-07 | 速度: 0.100s/batch | ETA: 0.0min
2025-11-08 10:51:03,426 - INFO - Epoch 3 完成! | 平均损失: 3.9583 | 耗时: 1.8分钟 | 处理样本: 16,666 | 总批次: 1,042
2025-11-08 10:51:03,427 - INFO - 开始验证...
2025-11-08 10:51:06,460 - INFO - 验证完成! | 损失: 3.8390 | 困惑度: 46.48 | 耗时: 3.0秒 | 样本数: 1,936
2025-11-08 10:51:06,460 - INFO - Epoch 3 统计: 训练损失=3.9583, 验证损失=3.83903044511464, 耗时=1.9分钟, 累计耗时=5.7分钟
2025-11-08 10:51:07,693 - INFO - 结果已保存至 results/ablate_multihead/
2025-11-08 10:51:07,693 - INFO - 
============================================================
2025-11-08 10:51:07,693 - INFO - Epoch 4/5
2025-11-08 10:51:07,693 - INFO - ============================================================
2025-11-08 10:51:07,694 - INFO - Epoch 4/5: 开始训练 (1,042 批次)
2025-11-08 10:51:08,676 - INFO - 进度:   1.0% | 批次: 10/1,042 | 损失: 3.8348 | LR: 4.74e-07 | 速度: 0.098s/batch | ETA: 1.7min
2025-11-08 10:51:09,695 - INFO - 进度:   1.9% | 批次: 20/1,042 | 损失: 3.8298 | LR: 4.73e-07 | 速度: 0.101s/batch | ETA: 1.7min
2025-11-08 10:51:10,669 - INFO - 进度:   2.9% | 批次: 30/1,042 | 损失: 3.8364 | LR: 4.72e-07 | 速度: 0.097s/batch | ETA: 1.7min
2025-11-08 10:51:11,639 - INFO - 进度:   3.8% | 批次: 40/1,042 | 损失: 3.8370 | LR: 4.71e-07 | 速度: 0.097s/batch | ETA: 1.6min
2025-11-08 10:51:12,627 - INFO - 进度:   4.8% | 批次: 50/1,042 | 损失: 3.8351 | LR: 4.71e-07 | 速度: 0.099s/batch | ETA: 1.6min
2025-11-08 10:51:13,590 - INFO - 进度:   5.8% | 批次: 60/1,042 | 损失: 3.8360 | LR: 4.70e-07 | 速度: 0.096s/batch | ETA: 1.6min
2025-11-08 10:51:14,522 - INFO - 进度:   6.7% | 批次: 70/1,042 | 损失: 3.8341 | LR: 4.69e-07 | 速度: 0.093s/batch | ETA: 1.6min
2025-11-08 10:51:15,392 - INFO - 进度:   7.7% | 批次: 80/1,042 | 损失: 3.8343 | LR: 4.68e-07 | 速度: 0.086s/batch | ETA: 1.5min
2025-11-08 10:51:17,257 - INFO - 进度:   8.6% | 批次: 90/1,042 | 损失: 3.8351 | LR: 4.68e-07 | 速度: 0.186s/batch | ETA: 1.7min
2025-11-08 10:51:18,443 - INFO - 进度:   9.6% | 批次: 100/1,042 | 损失: 3.8344 | LR: 4.67e-07 | 速度: 0.118s/batch | ETA: 1.7min
2025-11-08 10:51:19,427 - INFO - 进度:  10.6% | 批次: 110/1,042 | 损失: 3.8335 | LR: 4.66e-07 | 速度: 0.098s/batch | ETA: 1.7min
2025-11-08 10:51:20,431 - INFO - 进度:  11.5% | 批次: 120/1,042 | 损失: 3.8336 | LR: 4.65e-07 | 速度: 0.100s/batch | ETA: 1.6min
2025-11-08 10:51:21,418 - INFO - 进度:  12.5% | 批次: 130/1,042 | 损失: 3.8333 | LR: 4.65e-07 | 速度: 0.098s/batch | ETA: 1.6min
2025-11-08 10:51:22,392 - INFO - 进度:  13.4% | 批次: 140/1,042 | 损失: 3.8318 | LR: 4.64e-07 | 速度: 0.097s/batch | ETA: 1.6min
2025-11-08 10:51:23,321 - INFO - 进度:  14.4% | 批次: 150/1,042 | 损失: 3.8308 | LR: 4.63e-07 | 速度: 0.092s/batch | ETA: 1.5min
2025-11-08 10:51:24,193 - INFO - 进度:  15.4% | 批次: 160/1,042 | 损失: 3.8291 | LR: 4.63e-07 | 速度: 0.087s/batch | ETA: 1.5min
2025-11-08 10:51:25,145 - INFO - 进度:  16.3% | 批次: 170/1,042 | 损失: 3.8279 | LR: 4.62e-07 | 速度: 0.095s/batch | ETA: 1.5min
2025-11-08 10:51:26,129 - INFO - 进度:  17.3% | 批次: 180/1,042 | 损失: 3.8267 | LR: 4.61e-07 | 速度: 0.098s/batch | ETA: 1.5min
2025-11-08 10:51:27,060 - INFO - 进度:  18.2% | 批次: 190/1,042 | 损失: 3.8251 | LR: 4.60e-07 | 速度: 0.092s/batch | ETA: 1.4min
2025-11-08 10:51:27,997 - INFO - 进度:  19.2% | 批次: 200/1,042 | 损失: 3.8238 | LR: 4.60e-07 | 速度: 0.093s/batch | ETA: 1.4min
2025-11-08 10:51:28,959 - INFO - 进度:  20.2% | 批次: 210/1,042 | 损失: 3.8230 | LR: 4.59e-07 | 速度: 0.095s/batch | ETA: 1.4min
2025-11-08 10:51:30,032 - INFO - 进度:  21.1% | 批次: 220/1,042 | 损失: 3.8217 | LR: 4.58e-07 | 速度: 0.107s/batch | ETA: 1.4min
2025-11-08 10:51:30,967 - INFO - 进度:  22.1% | 批次: 230/1,042 | 损失: 3.8207 | LR: 4.58e-07 | 速度: 0.093s/batch | ETA: 1.4min
2025-11-08 10:51:31,898 - INFO - 进度:  23.0% | 批次: 240/1,042 | 损失: 3.8201 | LR: 4.57e-07 | 速度: 0.093s/batch | ETA: 1.3min
2025-11-08 10:51:32,905 - INFO - 进度:  24.0% | 批次: 250/1,042 | 损失: 3.8191 | LR: 4.56e-07 | 速度: 0.100s/batch | ETA: 1.3min
2025-11-08 10:51:33,922 - INFO - 进度:  25.0% | 批次: 260/1,042 | 损失: 3.8187 | LR: 4.56e-07 | 速度: 0.101s/batch | ETA: 1.3min
2025-11-08 10:51:34,845 - INFO - 进度:  25.9% | 批次: 270/1,042 | 损失: 3.8176 | LR: 4.55e-07 | 速度: 0.092s/batch | ETA: 1.3min
2025-11-08 10:51:35,791 - INFO - 进度:  26.9% | 批次: 280/1,042 | 损失: 3.8166 | LR: 4.54e-07 | 速度: 0.094s/batch | ETA: 1.3min
2025-11-08 10:51:36,779 - INFO - 进度:  27.8% | 批次: 290/1,042 | 损失: 3.8155 | LR: 4.54e-07 | 速度: 0.098s/batch | ETA: 1.3min
2025-11-08 10:51:37,714 - INFO - 进度:  28.8% | 批次: 300/1,042 | 损失: 3.8151 | LR: 4.53e-07 | 速度: 0.093s/batch | ETA: 1.2min
2025-11-08 10:51:38,719 - INFO - 进度:  29.8% | 批次: 310/1,042 | 损失: 3.8139 | LR: 4.52e-07 | 速度: 0.100s/batch | ETA: 1.2min
2025-11-08 10:51:39,586 - INFO - 进度:  30.7% | 批次: 320/1,042 | 损失: 3.8131 | LR: 4.52e-07 | 速度: 0.086s/batch | ETA: 1.2min
2025-11-08 10:51:40,511 - INFO - 进度:  31.7% | 批次: 330/1,042 | 损失: 3.8120 | LR: 4.51e-07 | 速度: 0.092s/batch | ETA: 1.2min
2025-11-08 10:51:41,415 - INFO - 进度:  32.6% | 批次: 340/1,042 | 损失: 3.8111 | LR: 4.50e-07 | 速度: 0.090s/batch | ETA: 1.2min
2025-11-08 10:51:42,509 - INFO - 进度:  33.6% | 批次: 350/1,042 | 损失: 3.8104 | LR: 4.50e-07 | 速度: 0.109s/batch | ETA: 1.1min
2025-11-08 10:51:43,538 - INFO - 进度:  34.5% | 批次: 360/1,042 | 损失: 3.8095 | LR: 4.49e-07 | 速度: 0.102s/batch | ETA: 1.1min
2025-11-08 10:51:44,678 - INFO - 进度:  35.5% | 批次: 370/1,042 | 损失: 3.8084 | LR: 4.48e-07 | 速度: 0.114s/batch | ETA: 1.1min
2025-11-08 10:51:45,779 - INFO - 进度:  36.5% | 批次: 380/1,042 | 损失: 3.8075 | LR: 4.48e-07 | 速度: 0.110s/batch | ETA: 1.1min
2025-11-08 10:51:46,914 - INFO - 进度:  37.4% | 批次: 390/1,042 | 损失: 3.8067 | LR: 4.47e-07 | 速度: 0.113s/batch | ETA: 1.1min
2025-11-08 10:51:47,992 - INFO - 进度:  38.4% | 批次: 400/1,042 | 损失: 3.8054 | LR: 4.47e-07 | 速度: 0.107s/batch | ETA: 1.1min
2025-11-08 10:51:49,156 - INFO - 进度:  39.3% | 批次: 410/1,042 | 损失: 3.8044 | LR: 4.46e-07 | 速度: 0.116s/batch | ETA: 1.1min
2025-11-08 10:51:50,238 - INFO - 进度:  40.3% | 批次: 420/1,042 | 损失: 3.8034 | LR: 4.45e-07 | 速度: 0.108s/batch | ETA: 1.1min
2025-11-08 10:51:51,291 - INFO - 进度:  41.3% | 批次: 430/1,042 | 损失: 3.8025 | LR: 4.45e-07 | 速度: 0.105s/batch | ETA: 1.0min
2025-11-08 10:51:52,322 - INFO - 进度:  42.2% | 批次: 440/1,042 | 损失: 3.8016 | LR: 4.44e-07 | 速度: 0.103s/batch | ETA: 1.0min
2025-11-08 10:51:53,389 - INFO - 进度:  43.2% | 批次: 450/1,042 | 损失: 3.8005 | LR: 4.43e-07 | 速度: 0.106s/batch | ETA: 1.0min
2025-11-08 10:51:54,338 - INFO - 进度:  44.1% | 批次: 460/1,042 | 损失: 3.7992 | LR: 4.43e-07 | 速度: 0.094s/batch | ETA: 1.0min
2025-11-08 10:51:55,379 - INFO - 进度:  45.1% | 批次: 470/1,042 | 损失: 3.7985 | LR: 4.42e-07 | 速度: 0.103s/batch | ETA: 1.0min
2025-11-08 10:51:56,310 - INFO - 进度:  46.1% | 批次: 480/1,042 | 损失: 3.7977 | LR: 4.42e-07 | 速度: 0.092s/batch | ETA: 0.9min
2025-11-08 10:51:57,303 - INFO - 进度:  47.0% | 批次: 490/1,042 | 损失: 3.7970 | LR: 4.41e-07 | 速度: 0.099s/batch | ETA: 0.9min
2025-11-08 10:51:58,287 - INFO - 进度:  48.0% | 批次: 500/1,042 | 损失: 3.7961 | LR: 4.40e-07 | 速度: 0.097s/batch | ETA: 0.9min
2025-11-08 10:51:59,296 - INFO - 进度:  48.9% | 批次: 510/1,042 | 损失: 3.7951 | LR: 4.40e-07 | 速度: 0.100s/batch | ETA: 0.9min
2025-11-08 10:52:00,315 - INFO - 进度:  49.9% | 批次: 520/1,042 | 损失: 3.7942 | LR: 4.39e-07 | 速度: 0.102s/batch | ETA: 0.9min
2025-11-08 10:52:01,294 - INFO - 进度:  50.9% | 批次: 530/1,042 | 损失: 3.7932 | LR: 4.39e-07 | 速度: 0.097s/batch | ETA: 0.9min
2025-11-08 10:52:02,265 - INFO - 进度:  51.8% | 批次: 540/1,042 | 损失: 3.7924 | LR: 4.38e-07 | 速度: 0.097s/batch | ETA: 0.8min
2025-11-08 10:52:03,196 - INFO - 进度:  52.8% | 批次: 550/1,042 | 损失: 3.7913 | LR: 4.37e-07 | 速度: 0.093s/batch | ETA: 0.8min
2025-11-08 10:52:04,168 - INFO - 进度:  53.7% | 批次: 560/1,042 | 损失: 3.7905 | LR: 4.37e-07 | 速度: 0.097s/batch | ETA: 0.8min
2025-11-08 10:52:05,086 - INFO - 进度:  54.7% | 批次: 570/1,042 | 损失: 3.7899 | LR: 4.36e-07 | 速度: 0.091s/batch | ETA: 0.8min
2025-11-08 10:52:06,036 - INFO - 进度:  55.7% | 批次: 580/1,042 | 损失: 3.7891 | LR: 4.36e-07 | 速度: 0.094s/batch | ETA: 0.8min
2025-11-08 10:52:06,926 - INFO - 进度:  56.6% | 批次: 590/1,042 | 损失: 3.7881 | LR: 4.35e-07 | 速度: 0.088s/batch | ETA: 0.8min
2025-11-08 10:52:07,920 - INFO - 进度:  57.6% | 批次: 600/1,042 | 损失: 3.7868 | LR: 4.34e-07 | 速度: 0.099s/batch | ETA: 0.7min
2025-11-08 10:52:08,884 - INFO - 进度:  58.5% | 批次: 610/1,042 | 损失: 3.7860 | LR: 4.34e-07 | 速度: 0.096s/batch | ETA: 0.7min
2025-11-08 10:52:09,892 - INFO - 进度:  59.5% | 批次: 620/1,042 | 损失: 3.7852 | LR: 4.33e-07 | 速度: 0.100s/batch | ETA: 0.7min
2025-11-08 10:52:10,854 - INFO - 进度:  60.5% | 批次: 630/1,042 | 损失: 3.7843 | LR: 4.33e-07 | 速度: 0.096s/batch | ETA: 0.7min
2025-11-08 10:52:11,810 - INFO - 进度:  61.4% | 批次: 640/1,042 | 损失: 3.7833 | LR: 4.32e-07 | 速度: 0.095s/batch | ETA: 0.7min
2025-11-08 10:52:12,824 - INFO - 进度:  62.4% | 批次: 650/1,042 | 损失: 3.7825 | LR: 4.32e-07 | 速度: 0.101s/batch | ETA: 0.7min
2025-11-08 10:52:13,802 - INFO - 进度:  63.3% | 批次: 660/1,042 | 损失: 3.7815 | LR: 4.31e-07 | 速度: 0.097s/batch | ETA: 0.6min
2025-11-08 10:52:14,702 - INFO - 进度:  64.3% | 批次: 670/1,042 | 损失: 3.7807 | LR: 4.30e-07 | 速度: 0.089s/batch | ETA: 0.6min
2025-11-08 10:52:15,592 - INFO - 进度:  65.3% | 批次: 680/1,042 | 损失: 3.7799 | LR: 4.30e-07 | 速度: 0.089s/batch | ETA: 0.6min
2025-11-08 10:52:16,559 - INFO - 进度:  66.2% | 批次: 690/1,042 | 损失: 3.7791 | LR: 4.29e-07 | 速度: 0.096s/batch | ETA: 0.6min
2025-11-08 10:52:17,523 - INFO - 进度:  67.2% | 批次: 700/1,042 | 损失: 3.7785 | LR: 4.29e-07 | 速度: 0.096s/batch | ETA: 0.6min
2025-11-08 10:52:18,467 - INFO - 进度:  68.1% | 批次: 710/1,042 | 损失: 3.7776 | LR: 4.28e-07 | 速度: 0.094s/batch | ETA: 0.6min
2025-11-08 10:52:19,421 - INFO - 进度:  69.1% | 批次: 720/1,042 | 损失: 3.7768 | LR: 4.28e-07 | 速度: 0.095s/batch | ETA: 0.5min
2025-11-08 10:52:20,442 - INFO - 进度:  70.1% | 批次: 730/1,042 | 损失: 3.7760 | LR: 4.27e-07 | 速度: 0.102s/batch | ETA: 0.5min
2025-11-08 10:52:21,416 - INFO - 进度:  71.0% | 批次: 740/1,042 | 损失: 3.7754 | LR: 4.26e-07 | 速度: 0.097s/batch | ETA: 0.5min
2025-11-08 10:52:22,352 - INFO - 进度:  72.0% | 批次: 750/1,042 | 损失: 3.7746 | LR: 4.26e-07 | 速度: 0.093s/batch | ETA: 0.5min
2025-11-08 10:52:23,300 - INFO - 进度:  72.9% | 批次: 760/1,042 | 损失: 3.7736 | LR: 4.25e-07 | 速度: 0.094s/batch | ETA: 0.5min
2025-11-08 10:52:24,262 - INFO - 进度:  73.9% | 批次: 770/1,042 | 损失: 3.7728 | LR: 4.25e-07 | 速度: 0.096s/batch | ETA: 0.5min
2025-11-08 10:52:25,285 - INFO - 进度:  74.9% | 批次: 780/1,042 | 损失: 3.7719 | LR: 4.24e-07 | 速度: 0.102s/batch | ETA: 0.4min
2025-11-08 10:52:26,219 - INFO - 进度:  75.8% | 批次: 790/1,042 | 损失: 3.7711 | LR: 4.24e-07 | 速度: 0.093s/batch | ETA: 0.4min
2025-11-08 10:52:27,165 - INFO - 进度:  76.8% | 批次: 800/1,042 | 损失: 3.7702 | LR: 4.23e-07 | 速度: 0.094s/batch | ETA: 0.4min
2025-11-08 10:52:28,090 - INFO - 进度:  77.7% | 批次: 810/1,042 | 损失: 3.7695 | LR: 4.23e-07 | 速度: 0.092s/batch | ETA: 0.4min
2025-11-08 10:52:29,108 - INFO - 进度:  78.7% | 批次: 820/1,042 | 损失: 3.7686 | LR: 4.22e-07 | 速度: 0.101s/batch | ETA: 0.4min
2025-11-08 10:52:30,056 - INFO - 进度:  79.7% | 批次: 830/1,042 | 损失: 3.7681 | LR: 4.22e-07 | 速度: 0.095s/batch | ETA: 0.4min
2025-11-08 10:52:30,942 - INFO - 进度:  80.6% | 批次: 840/1,042 | 损失: 3.7673 | LR: 4.21e-07 | 速度: 0.088s/batch | ETA: 0.3min
2025-11-08 10:52:31,875 - INFO - 进度:  81.6% | 批次: 850/1,042 | 损失: 3.7664 | LR: 4.21e-07 | 速度: 0.093s/batch | ETA: 0.3min
2025-11-08 10:52:32,884 - INFO - 进度:  82.5% | 批次: 860/1,042 | 损失: 3.7656 | LR: 4.20e-07 | 速度: 0.101s/batch | ETA: 0.3min
2025-11-08 10:52:34,032 - INFO - 进度:  83.5% | 批次: 870/1,042 | 损失: 3.7647 | LR: 4.19e-07 | 速度: 0.114s/batch | ETA: 0.3min
2025-11-08 10:52:35,056 - INFO - 进度:  84.5% | 批次: 880/1,042 | 损失: 3.7639 | LR: 4.19e-07 | 速度: 0.102s/batch | ETA: 0.3min
2025-11-08 10:52:36,116 - INFO - 进度:  85.4% | 批次: 890/1,042 | 损失: 3.7633 | LR: 4.18e-07 | 速度: 0.106s/batch | ETA: 0.3min
2025-11-08 10:52:37,167 - INFO - 进度:  86.4% | 批次: 900/1,042 | 损失: 3.7626 | LR: 4.18e-07 | 速度: 0.105s/batch | ETA: 0.2min
2025-11-08 10:52:38,227 - INFO - 进度:  87.3% | 批次: 910/1,042 | 损失: 3.7617 | LR: 4.17e-07 | 速度: 0.106s/batch | ETA: 0.2min
2025-11-08 10:52:39,257 - INFO - 进度:  88.3% | 批次: 920/1,042 | 损失: 3.7609 | LR: 4.17e-07 | 速度: 0.102s/batch | ETA: 0.2min
2025-11-08 10:52:40,257 - INFO - 进度:  89.3% | 批次: 930/1,042 | 损失: 3.7600 | LR: 4.16e-07 | 速度: 0.100s/batch | ETA: 0.2min
2025-11-08 10:52:41,365 - INFO - 进度:  90.2% | 批次: 940/1,042 | 损失: 3.7593 | LR: 4.16e-07 | 速度: 0.110s/batch | ETA: 0.2min
2025-11-08 10:52:42,394 - INFO - 进度:  91.2% | 批次: 950/1,042 | 损失: 3.7584 | LR: 4.15e-07 | 速度: 0.102s/batch | ETA: 0.2min
2025-11-08 10:52:43,436 - INFO - 进度:  92.1% | 批次: 960/1,042 | 损失: 3.7577 | LR: 4.15e-07 | 速度: 0.104s/batch | ETA: 0.1min
2025-11-08 10:52:44,502 - INFO - 进度:  93.1% | 批次: 970/1,042 | 损失: 3.7567 | LR: 4.14e-07 | 速度: 0.106s/batch | ETA: 0.1min
2025-11-08 10:52:45,565 - INFO - 进度:  94.0% | 批次: 980/1,042 | 损失: 3.7560 | LR: 4.14e-07 | 速度: 0.106s/batch | ETA: 0.1min
2025-11-08 10:52:46,700 - INFO - 进度:  95.0% | 批次: 990/1,042 | 损失: 3.7554 | LR: 4.13e-07 | 速度: 0.113s/batch | ETA: 0.1min
2025-11-08 10:52:47,730 - INFO - 进度:  96.0% | 批次: 1,000/1,042 | 损失: 3.7548 | LR: 4.13e-07 | 速度: 0.103s/batch | ETA: 0.1min
2025-11-08 10:52:48,678 - INFO - 进度:  96.9% | 批次: 1,010/1,042 | 损失: 3.7540 | LR: 4.12e-07 | 速度: 0.094s/batch | ETA: 0.1min
2025-11-08 10:52:49,696 - INFO - 进度:  97.9% | 批次: 1,020/1,042 | 损失: 3.7532 | LR: 4.12e-07 | 速度: 0.101s/batch | ETA: 0.0min
2025-11-08 10:52:50,721 - INFO - 进度:  98.8% | 批次: 1,030/1,042 | 损失: 3.7523 | LR: 4.11e-07 | 速度: 0.102s/batch | ETA: 0.0min
2025-11-08 10:52:51,742 - INFO - 进度:  99.8% | 批次: 1,040/1,042 | 损失: 3.7515 | LR: 4.11e-07 | 速度: 0.101s/batch | ETA: 0.0min
2025-11-08 10:52:51,928 - INFO - 进度: 100.0% | 批次: 1,042/1,042 | 损失: 3.7514 | LR: 4.11e-07 | 速度: 0.101s/batch | ETA: 0.0min
2025-11-08 10:52:51,929 - INFO - Epoch 4 完成! | 平均损失: 3.7514 | 耗时: 1.7分钟 | 处理样本: 16,666 | 总批次: 1,042
2025-11-08 10:52:51,930 - INFO - 开始验证...
2025-11-08 10:52:55,423 - INFO - 验证完成! | 损失: 3.6734 | 困惑度: 39.38 | 耗时: 3.5秒 | 样本数: 1,936
2025-11-08 10:52:55,423 - INFO - Epoch 4 统计: 训练损失=3.7514, 验证损失=3.6733633427580528, 耗时=1.8分钟, 累计耗时=7.5分钟
2025-11-08 10:52:56,765 - INFO - 结果已保存至 results/ablate_multihead/
2025-11-08 10:52:56,766 - INFO - 
============================================================
2025-11-08 10:52:56,766 - INFO - Epoch 5/5
2025-11-08 10:52:56,766 - INFO - ============================================================
2025-11-08 10:52:56,767 - INFO - Epoch 5/5: 开始训练 (1,042 批次)
2025-11-08 10:52:57,670 - INFO - 进度:   1.0% | 批次: 10/1,042 | 损失: 3.6575 | LR: 4.10e-07 | 速度: 0.090s/batch | ETA: 1.6min
2025-11-08 10:52:58,859 - INFO - 进度:   1.9% | 批次: 20/1,042 | 损失: 3.6634 | LR: 4.10e-07 | 速度: 0.118s/batch | ETA: 1.8min
2025-11-08 10:52:59,916 - INFO - 进度:   2.9% | 批次: 30/1,042 | 损失: 3.6626 | LR: 4.09e-07 | 速度: 0.105s/batch | ETA: 1.8min
2025-11-08 10:53:01,022 - INFO - 进度:   3.8% | 批次: 40/1,042 | 损失: 3.6666 | LR: 4.09e-07 | 速度: 0.110s/batch | ETA: 1.8min
2025-11-08 10:53:03,097 - INFO - 进度:   4.8% | 批次: 50/1,042 | 损失: 3.6646 | LR: 4.08e-07 | 速度: 0.207s/batch | ETA: 2.1min
2025-11-08 10:53:04,144 - INFO - 进度:   5.8% | 批次: 60/1,042 | 损失: 3.6645 | LR: 4.08e-07 | 速度: 0.104s/batch | ETA: 2.0min
2025-11-08 10:53:05,199 - INFO - 进度:   6.7% | 批次: 70/1,042 | 损失: 3.6638 | LR: 4.07e-07 | 速度: 0.105s/batch | ETA: 2.0min
2025-11-08 10:53:06,114 - INFO - 进度:   7.7% | 批次: 80/1,042 | 损失: 3.6642 | LR: 4.07e-07 | 速度: 0.091s/batch | ETA: 1.9min
2025-11-08 10:53:07,119 - INFO - 进度:   8.6% | 批次: 90/1,042 | 损失: 3.6631 | LR: 4.06e-07 | 速度: 0.100s/batch | ETA: 1.8min
2025-11-08 10:53:08,150 - INFO - 进度:   9.6% | 批次: 100/1,042 | 损失: 3.6619 | LR: 4.06e-07 | 速度: 0.103s/batch | ETA: 1.8min
2025-11-08 10:53:09,277 - INFO - 进度:  10.6% | 批次: 110/1,042 | 损失: 3.6618 | LR: 4.05e-07 | 速度: 0.112s/batch | ETA: 1.8min
2025-11-08 10:53:10,301 - INFO - 进度:  11.5% | 批次: 120/1,042 | 损失: 3.6627 | LR: 4.05e-07 | 速度: 0.102s/batch | ETA: 1.7min
2025-11-08 10:53:11,372 - INFO - 进度:  12.5% | 批次: 130/1,042 | 损失: 3.6626 | LR: 4.04e-07 | 速度: 0.107s/batch | ETA: 1.7min
2025-11-08 10:53:12,320 - INFO - 进度:  13.4% | 批次: 140/1,042 | 损失: 3.6620 | LR: 4.04e-07 | 速度: 0.095s/batch | ETA: 1.7min
2025-11-08 10:53:13,359 - INFO - 进度:  14.4% | 批次: 150/1,042 | 损失: 3.6626 | LR: 4.04e-07 | 速度: 0.103s/batch | ETA: 1.6min
2025-11-08 10:53:14,344 - INFO - 进度:  15.4% | 批次: 160/1,042 | 损失: 3.6609 | LR: 4.03e-07 | 速度: 0.098s/batch | ETA: 1.6min
2025-11-08 10:53:15,317 - INFO - 进度:  16.3% | 批次: 170/1,042 | 损失: 3.6601 | LR: 4.03e-07 | 速度: 0.097s/batch | ETA: 1.6min
2025-11-08 10:53:16,433 - INFO - 进度:  17.3% | 批次: 180/1,042 | 损失: 3.6595 | LR: 4.02e-07 | 速度: 0.111s/batch | ETA: 1.6min
